SeqNo,Date,ActEnergy,ReactEnergy,FPavg,wSpeedAvg,wDirAvg,TambAvg,tOn,tOFF,tAlarm
        461,2022-04-08,   733,     0,    64,    56,     0,     0,  1432,     0,     8
        462,2022-04-09,   697,     0,    42,    64,     0,     0,  1323,     0,   117
        463,2022-04-10,   733,     0,    64,    65,     0,     0,  1407,     0,    33
        464,2022-04-11,   173,     0,    10,    48,     0,     0,  1080,     1,   359
        465,2022-04-12,     8,     0,    10,    22,     0,     0,  1307,     0,   133
        466,2022-04-13,  1025,     0,   226,    73,     0,     0,  1379,     0,    61
        467,2022-04-14,  1210,     0,    81,   119,     0,     0,  1434,     0,     6
        468,2022-04-15,  1039,     0,    59,   123,     0,     0,  1878,     0,    76
        469,2022-04-16,  1120,     0,   117,   110,     0,     0,  1368,     0,    72
        470,2022-04-17,   365,     0,    79,    46,     0,     0,  1422,     0,    18
        471,2022-04-18,   326,     0,    -1,    50,     0,     0,  1432,     0,     8
        472,2022-04-19,   410,     0,    -1,    47,     0,     0,  1428,     0,    12
        473,2022-04-20,   431,     0,    -1,    43,     0,     0,  1435,     0,     5
        474,2022-04-21,   463,     0,    35,    87,     0,     0,  1214,     0,   226
        475,2022-04-22,   676,     0,    -1,    73,     0,     0,  1363,     0,    77
        476,2022-04-23,   444,     0,   193,    44,     0,     0,  1428,     0,    12
        477,2022-04-24,   844,     0,    -1,    57,     0,     0,  1434,     0,     6
        478,2022-04-25,   309,     0,    18,    40,     0,     0,  1385,     0,    55
        479,2022-04-26,    52,     0,    10,    23,     0,     0,  1436,     0,     4
        480,2022-04-27,    69,     0,    10,    31,     0,     0,  1436,     0,     4
        481,2022-04-28,   947,     0,    -1,    61,     0,     0,  1433,     0,     7
        482,2022-04-29,    42,     0,    10,    27,     0,     0,  1433,     0,     7
        483,2022-04-30,   109,     0,    10,    31,     0,     0,  1209,     0,   231
        484,2022-05-01,   175,     0,    10,    31,     0,     0,  1438,     0,     2
        485,2022-05-02,    64,     0,    10,    26,     0,     0,  1438,     0,     2
        486,2022-05-03,    84,     0,    10,    25,     0,     0,  1438,     0,     2
        487,2022-05-04,    28,     0,    10,    22,     0,     0,  1435,     0,     5
        488,2022-05-05,   306,     0,    18,    50,     0,     0,  1220,     0,   220
        489,2022-05-06,   538,     0,    33,    76,     0,     0,  1378,     0,    62
        490,2022-05-07,   879,     0,    -1,    70,     0,     0,  1393,     0,    47
        491,2022-05-08,   296,     0,    20,    40,     0,     0,  1276,     0,   164
        492,2022-05-09,   176,     0,    10,    32,     0,     0,  1434,     0,     6
        493,2022-05-10,   444,     0,   193,    42,     0,     0,  1432,     0,     8
        494,2022-05-11,   214,     0,    -1,    33,     0,     0,  1436,     0,     4
        495,2022-05-12,    73,     0,    10,    28,     0,     0,  1432,     0,     8
        496,2022-05-13,    27,     0,    10,    32,     0,     0,  1080,     0,   360
        497,2022-05-14,   231,     0,    -1,    36,     0,     0,  1437,     0,     3
        498,2022-05-15,   310,     0,    18,    38,     0,     0,  1436,     0,     4
        499,2022-05-16,    67,     0,    10,    25,     0,     0,  1438,     0,     2
        500,2022-05-17,   125,     0,    10,    33,     0,     0,  1436,     0,     4
        501,2022-05-18,   113,     0,    10,    26,     0,     0,  1438,     0,     2
        502,2022-05-19,    92,     0,    10,    38,     0,     0,   963,     0,   477
        503,2022-05-20,   157,     0,    10,    33,     0,     0,  1380,     7,    53
        504,2022-05-21,   167,     0,    10,    31,     0,     0,  1438,     0,     2
        505,2022-05-22,   105,     0,    10,    26,     0,     0,  1440,     0,     0
        506,2022-05-23,   119,     0,    10,    30,     0,     0,  1440,     0,     0
        507,2022-05-24,   285,     0,    23,    42,     0,     0,  1172,     0,   268
        508,2022-05-25,     0,     0,    -1,    57,     0,     0,     0,     0,  1440
        509,2022-05-26,   167,     0,    10,    37,     0,     0,   705,     1,   734
        510,2022-05-27,   863,     0,    56,    61,     0,     0,  1427,     0,    13
        511,2022-05-28,   598,     0,    35,    57,     0,     0,  1398,     0,    42
        512,2022-05-29,   558,     0,    -1,    49,     0,     0,  1434,     0,     6
        513,2022-05-31,   557,     0,    -1,    60,     0,     0,  1249,     0,   863
        514,2022-06-01,     7,     0,    10,    48,     0,     0,   398,     0,  1042
        515,2022-06-02,    65,     0,    10,    30,     0,     0,  1436,     0,     4
        516,2022-06-03,     1,     0,    10,    30,     0,     0,   280,     6,  1154
        517,2022-06-04,     0,     0,    -1,    28,     0,     0,     1,     2,  1437
        518,2022-06-05,     0,     0,    -1,    36,     0,     0,     0,     0,  1440
        519,2022-06-06,     0,     0,    -1,    46,     0,     0,     4,     3,  1433
        520,2022-06-07,   176,     0,    10,    47,     0,     0,   674,     3,   763
        521,2022-06-09,   198,     0,    -1,    42,     0,     0,  1249,     0,   265
        522,2022-06-10,   395,     0,    25,    62,     0,     0,   752,     0,   688
        523,2022-06-11,   274,     0,    28,    43,     0,     0,  1434,     0,     6
        524,2022-06-12,   160,     0,    10,    35,     0,     0,  1440,     0,     0
        525,2022-06-13,    78,     0,    10,    34,     0,     0,  1440,     0,     0
        526,2022-06-14,    76,     0,    10,    28,     0,     0,  1440,     0,     0
        527,2022-06-15,   123,     0,    10,    34,     0,     0,  1440,     0,     0
        528,2022-06-16,    38,     0,    10,    26,     0,     0,  1435,     0,     5
        529,2022-06-17,    45,     0,    10,    27,     0,     0,  1440,     0,     0
        530,2022-06-18,   319,     0,    -1,    42,     0,     0,  1438,     0,     2
        531,2022-06-19,    95,     0,    10,    32,     0,     0,  1438,     0,     2
        532,2022-06-20,   111,     0,    10,    26,     0,     0,  1404,     0,    36
        533,2022-06-21,   116,     0,    10,    36,     0,     0,  1440,     0,     0
        534,2022-06-22,   116,     0,    10,    33,     0,     0,  1440,     0,     0
        535,2022-06-23,   137,     0,    10,    35,     0,     0,  1440,     0,     0
        536,2022-06-24,    83,     0,    10,    33,     0,     0,  1432,     0,     8
        537,2022-06-25,    97,     0,    10,    32,     0,     0,  1440,     0,     0
        538,2022-06-26,    61,     0,    10,    32,     0,     0,  1440,     0,     0
        539,2022-06-27,   319,     0,    -1,    44,     0,     0,  1440,     0,     0
        540,2022-06-28,   171,     0,    10,    36,     0,     0,  1440,     0,     0
        541,2022-06-29,   365,     0,    79,    47,     0,     0,  1436,     0,     4
        542,2022-06-30,    26,     0,    10,    43,     0,     0,   476,     0,   964
        543,2022-07-01,    96,     0,    10,    32,     0,     0,  1319,     0,   121
        544,2022-07-02,   179,     0,    10,    40,     0,     0,  1433,     0,     7
        545,2022-07-03,    23,     0,    10,    54,     0,     0,  1591,     0,   870
        546,2022-07-04,    56,     0,    10,    39,     0,     0,   845,     0,   595
        547,2022-07-05,    69,     0,    10,    25,     0,     0,   857,     0,   583
        548,2022-07-06,   184,     0,    -1,    50,     0,     0,   574,     0,   866
        549,2022-07-07,     3,     0,    10,    50,     0,     0,   577,     0,   863
        550,2022-07-08,     2,     0,    10,    46,     0,     0,     9,     0,  1431
        551,2022-07-09,     1,     0,    10,    53,     0,     0,  1413,     2,    85
        552,2022-07-10,   167,     0,    10,    32,     0,     0,  1440,     0,     0
        553,2022-07-11,   122,     0,    10,    43,     0,     0,  1053,     1,   386
        554,2022-07-12,   178,     0,    10,    33,     0,     0,  1440,     0,     0
        555,2022-07-13,   210,     0,    -1,    39,     0,     0,  1440,     0,     0
        556,2022-07-14,   109,     0,    10,    30,     0,     0,  1440,     0,     0
        557,2022-07-15,    36,     0,    10,    26,     0,     0,  1440,     0,     0
        558,2022-07-16,    67,     0,    10,    28,     0,     0,  1440,     0,     0
        559,2022-07-17,    81,     0,    10,    27,     0,     0,  1440,     0,     0
        560,2022-07-18,    83,     0,    10,    35,     0,     0,  1440,     0,     0
        561,2022-07-19,    20,     0,    10,    28,     0,     0,   959,     0,   481
        562,2022-07-20,    66,     0,    10,    31,     0,     0,   936,     0,   504
        563,2022-07-21,    29,     0,    10,    24,     0,     0,  1438,     0,     2
        564,2022-07-22,    79,     0,    10,    28,     0,     0,  1440,     0,     0
        565,2022-07-23,   211,     0,    -1,    34,     0,     0,  1438,     0,     2
        566,2022-07-24,    62,     0,    10,    28,     0,     0,  1440,     0,     0
        567,2022-07-25,    94,     0,    10,    31,     0,     0,  1440,     0,     0
        568,2022-07-26,    40,     0,    10,    23,     0,     0,  1440,     0,     0
        569,2022-07-27,    20,     0,    10,    26,     0,     0,  1440,     0,     0
        570,2022-07-28,   176,     0,    10,    33,     0,     0,  1440,     0,     0
        571,2022-07-30,    27,     0,    10,    26,     0,     0,  1606,     0,   914
        572,2022-07-31,   199,     0,    -1,    38,     0,     0,  1440,     0,     0
        573,2022-08-01,   102,     0,    10,    36,     0,     0,  1735,     0,    55
        574,2022-08-02,    45,     0,    10,    26,     0,     0,  1440,     0,     0
        575,2022-08-03,    30,     0,    10,    28,     0,     0,  1411,     0,    29
        576,2022-08-04,     0,     0,    -1,    34,     0,     0,  1223,     0,   217
        577,2022-08-05,     0,     0,    -1,    28,     0,     0,   948,     0,   492
        578,2022-08-06,     0,     0,    -1,    34,     0,     0,     0,     0,  1440
        579,2022-08-07,     0,     0,    -1,    29,     0,     0,     0,     0,  1440
        580,2022-08-08,     0,     0,    -1,    40,     0,     0,   752,     1,   687
        581,2022-08-09,     0,     0,    -1,    44,     0,     0,  1100,     0,   340
        582,2022-08-10,     0,     0,    -1,    22,     0,     0,  1376,     0,    64
        583,2022-08-11,     0,     0,    -1,    27,     0,     0,  1343,     0,    97
        584,2022-08-12,     0,     0,    -1,    32,     0,     0,  1220,     0,   220
        585,2022-08-13,     0,     0,    -1,    57,     0,     0,  1047,     0,   393
        586,2022-08-14,     0,     0,    -1,    43,     0,     0,  1073,     0,   367
        587,2022-08-15,     0,     0,    -1,    39,     0,     0,  1167,     0,   273
        588,2022-08-16,     0,     0,    -1,    58,     0,     0,   797,     0,   643
        589,2022-08-17,     0,     0,    -1,    44,     0,     0,  1013,     0,   427
        590,2022-08-18,     0,     0,    -1,    36,     0,     0,  1121,     0,   319
        591,2022-08-19,     0,     0,    -1,    49,     0,     0,  1019,     0,   421
        592,2022-08-20,     0,     0,    -1,    53,     0,     0,  1036,     0,   405
        593,2022-08-21,     0,     0,    -1,    43,     0,     0,  1271,     0,   169
        594,2022-08-22,     0,     0,    -1,    31,     0,     0,  1296,     0,   144
        595,2022-08-23,     0,     0,    -1,    37,     0,     0,  1184,     0,   256
        596,2022-08-24,     0,     0,    -1,    31,     0,     0,  1255,     0,   185
        597,2022-08-25,     0,     0,    -1,    23,     0,     0,  1382,     0,    58
        598,2022-08-26,     0,     0,    -1,    36,     0,     0,  1096,     0,   344
        599,2022-08-27,     0,     0,    -1,    45,     0,     0,   944,     0,   496
        600,2022-08-28,     0,     0,    -1,    47,     0,     0,   963,     0,   477
        601,2022-08-29,     0,     0,    -1,    34,     0,     0,  1235,     0,   205
        602,2022-08-30,     0,     0,    -1,    34,     0,     0,  1233,     0,   207
        603,2022-08-31,     0,     0,    -1,    41,     0,     0,  1103,     0,   337
        604,2022-09-01,     0,     0,    -1,    55,     0,     0,   893,     0,   547
        605,2022-09-02,     0,     0,    -1,    45,     0,     0,  1210,     0,   230
        606,2022-09-03,     0,     0,    -1,    37,     0,     0,  1138,     0,   302
        607,2022-09-04,     0,     0,    -1,    51,     0,     0,  1001,     0,   439
        608,2022-09-05,     0,     0,    -1,    32,     0,     0,  1150,     0,   290
        609,2022-09-06,     0,     0,    -1,    30,     0,     0,   945,     0,   495
        610,2022-09-07,     0,     0,    -1,    48,     0,     0,     0,     0,  1440
        611,2022-09-08,     0,     0,    -1,    56,     0,     0,     0,     0,  1440
        612,2022-09-09,     0,     0,    -1,    71,     0,     0,     0,     0,  1440
        613,2022-09-10,     0,     0,    -1,    44,     0,     0,     0,     0,  1440
        614,2022-09-11,     0,     0,    -1,    43,     0,     0,     0,     0,  1440
        615,2022-09-12,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        616,2022-09-13,     0,     0,    -1,    32,     0,     0,   498,     0,   942
        617,2022-09-14,     0,     0,    -1,    39,     0,     0,     0,     0,  1440
        618,2022-09-15,    83,     0,    10,    58,     0,     0,   446,     1,   993
        619,2022-09-16,   288,     0,    22,    55,     0,     0,  1549,     2,    33
        620,2022-09-17,   451,     0,    55,    63,     0,     0,  1480,     1,    35
        621,2022-09-18,    97,     0,    10,    36,     0,     0,  1431,     0,     9
        622,2022-09-19,   260,     0,    57,    43,     0,     0,  1999,     1,   209
        623,2022-09-20,    56,     0,    10,    31,     0,     0,   573,     0,   867
        624,2022-09-21,   230,     0,    -1,    37,     0,     0,  1361,     2,    77
        625,2022-09-22,   371,     0,    46,    47,     0,     0,  1440,     0,     0
        626,2022-09-23,   492,     0,    -1,    51,     0,     0,  1440,     0,     0
        627,2022-09-24,   188,     0,    -1,    39,     0,     0,  1342,     0,    98
        628,2022-09-25,   581,     0,    58,    54,     0,     0,  1430,     0,    10
        629,2022-09-26,  1040,     0,    -1,    83,     0,     0,  1433,     0,     7
        630,2022-09-27,   518,     0,    66,    53,     0,     0,  1434,     0,     6
        631,2022-09-28,   122,     0,    10,    54,     0,     0,  1267,     1,   213
        632,2022-09-29,     0,     0,    -1,    67,     0,     0,   337,    16,  1087
        633,2022-09-30,     0,     0,    -1,    76,     0,     0,  1343,     0,   428
        634,2022-10-01,     0,     0,    -1,    64,     0,     0,     0,     0,  1440
        635,2022-10-02,     0,     0,    -1,    40,     0,     0,   238,     6,  1196
        636,2022-10-03,     0,     0,    -1,    40,     0,     0,     0,     0,  1440
        637,2022-10-04,     0,     0,    -1,    34,     0,     0,     0,     0,  1440
        638,2022-10-05,     0,     0,    -1,    28,     0,     0,     0,     0,  1440
        639,2022-10-06,     0,     0,    -1,    25,     0,     0,     0,     0,  1440
        640,2022-10-07,    82,     0,    10,    27,     0,     0,  1808,     0,    52
        641,2022-10-08,   139,     0,    10,    37,     0,     0,  1342,     0,    98
        642,2022-10-09,   136,     0,    10,    35,     0,     0,  1407,     0,    33
        643,2022-10-10,   350,     0,    -1,    44,     0,     0,  1429,     0,    11
        644,2022-10-11,    18,     0,    10,    27,     0,     0,  1218,     1,   221
        645,2022-10-12,    60,     0,    10,    31,     0,     0,  1236,     0,   204
        646,2022-10-13,   163,     0,    10,    36,     0,     0,  1080,     1,   359
        647,2022-10-14,   652,     0,    37,    65,     0,     0,  1178,     0,   262
        648,2022-10-15,    84,     0,    10,    32,     0,     0,  1125,     1,   314
        649,2022-10-16,     9,     0,    10,    19,     0,     0,  1150,     0,   290
        650,2022-10-17,     0,     0,    -1,    18,     0,     0,   675,     0,   765
        651,2022-10-18,     9,     0,    10,    21,     0,     0,   653,     3,   784
        652,2022-10-19,    49,     0,    10,    26,     0,     0,  1658,     0,    98
        653,2022-10-20,    10,     0,    10,    22,     0,     0,  1440,     0,     0
        654,2022-10-21,    78,     0,    10,    31,     0,     0,  1438,     0,     2
        655,2022-10-22,   153,     0,    10,    34,     0,     0,  1440,     0,     0
        656,2022-10-23,    58,     0,    10,    31,     0,     0,  1440,     0,     0
        657,2022-10-24,   674,     0,    -1,    57,     0,     0,  1440,     0,     0
        658,2022-10-25,    57,     0,    10,    28,     0,     0,  1440,     0,     0
        659,2022-10-26,    39,     0,    10,    24,     0,     0,  1436,     0,     4
        660,2022-10-27,    27,     0,    10,    23,     0,     0,  1440,     0,     0
        661,2022-10-28,    31,     0,    10,    28,     0,     0,  1199,     0,   241
        662,2022-10-29,    23,     0,    10,    28,     0,     0,   671,     1,   768
        663,2022-10-30,     8,     0,    10,    15,     0,     0,   692,     0,   808
        664,2022-10-31,    22,     0,    10,    21,     0,     0,   557,     1,   882
        665,2022-11-01,     9,     0,    10,    24,     0,     0,   718,     1,   721
        666,2022-11-02,    46,     0,    10,    24,     0,     0,  1079,     0,   361
        667,2022-11-03,   215,     0,    -1,    39,     0,     0,   940,     0,   500
        668,2022-11-04,   754,     0,    -1,    89,     0,     0,   869,     1,   570
        669,2022-11-05,   320,     0,    -1,    64,     0,     0,   722,     1,   717
        670,2022-11-06,   201,     0,    -1,    52,     0,     0,   930,     1,   509
        671,2022-11-07,   151,     0,    10,    33,     0,     0,  1089,     0,   351
        672,2022-11-08,     0,     0,    -1,    19,     0,     0,     0,     0,  1440
        673,2022-11-09,     4,     0,    10,    22,     0,     0,    89,     0,  1351
        674,2022-11-10,     1,     0,    10,    20,     0,     0,   295,     0,  1145
        675,2022-11-11,    18,     0,    10,    34,     0,     0,   698,     1,   741
        676,2022-11-12,    11,     0,    10,    24,     0,     0,   881,     1,   558
        677,2022-11-13,     1,     0,    10,    21,     0,     0,   711,     0,   729
        678,2022-11-14,   255,     0,    -1,    49,     0,     0,   942,     0,   498
        679,2022-11-15,   293,     0,    21,    47,     0,     0,  1758,     0,    54
        680,2022-11-16,   568,     0,    -1,    56,     0,     0,  1440,     0,     0
        681,2022-11-17,   107,     0,    10,    58,     0,     0,  1130,     0,   310
        682,2022-11-18,     0,     0,    -1,    91,     0,     0,     0,     1,  1439
        683,2022-11-19,     0,     0,    -1,   100,     0,     0,     0,     0,  1440
        684,2022-11-20,     0,     0,    -1,    64,     0,     0,     0,     0,  1440
        685,2022-11-21,     0,     0,    -1,    71,     0,     0,     0,     0,  1440
        686,2022-11-25,     1,     0,    10,    99,     0,     0,  1249,     0,   444
        687,2022-11-26,     0,     0,    -1,    64,     0,     0,     0,     0,  1440
        688,2022-11-28,     1,     0,    10,    62,     0,     0,  1393,    66,   293
        689,2022-11-29,   493,     0,    -1,    51,     0,     0,  1423,     0,    17
        690,2022-11-30,   301,     0,    19,    42,     0,     0,  1440,     0,     0
        691,2022-12-01,   170,     0,    10,    37,     0,     0,  1222,   215,     3
        692,2022-12-02,     0,     0,    -1,    30,     0,     0,   660,     0,   780
        693,2022-12-03,     0,     0,    -1,   128,     0,     0,     0,     0,  1440
        694,2022-12-04,     0,     0,    -1,    42,     0,     0,     0,     0,  1440
        695,2022-12-05,     0,     0,    -1,    20,     0,     0,     0,     0,  1440
        696,2022-12-06,     0,     0,    -1,    40,     0,     0,     0,     0,  1440
        697,2022-12-07,     0,     0,    -1,    35,     0,     0,     0,     0,  1440
        698,2022-12-08,     0,     0,    -1,    37,     0,     0,     0,     0,  1440
        699,2022-12-09,     0,     0,    -1,   108,     0,     0,     0,     0,  1440
        700,2022-12-10,     0,     0,    -1,   119,     0,     0,     0,     0,  1440
        701,2022-12-11,     0,     0,    -1,    86,     0,     0,     0,     0,  1440
        702,2022-12-12,     0,     0,    -1,    80,     0,     0,    26,    49,  1365
        703,2022-12-13,     0,     0,    -1,    94,     0,     0,     0,     0,  1440
        704,2022-12-14,     0,     0,    -1,    76,     0,     0,     0,     0,  1440
        705,2022-12-15,     0,     0,    -1,    74,     0,     0,     0,     0,  1440
        706,2022-12-16,     0,     0,    -1,    85,     0,     0,     0,     0,  1440
        707,2022-12-17,     0,     0,    -1,    30,     0,     0,     0,     0,  1440
        708,2022-12-18,     0,     0,    -1,    36,     0,     0,     0,     0,  1440
        709,2022-12-19,     0,     0,    -1,    28,     0,     0,     0,     0,  1440
        710,2022-12-20,     0,     0,    -1,    29,     0,     0,     0,     0,  1440
        711,2022-12-21,     0,     0,    -1,    51,     0,     0,     0,     0,  1440
        712,2022-12-22,     0,     0,    -1,    36,     0,     0,     0,     0,  1440
        713,2022-12-23,     0,     0,    -1,    54,     0,     0,     0,     0,  1440
        714,2022-12-24,     0,     0,    -1,    44,     0,     0,     0,     0,  1440
        715,2022-12-25,     0,     0,    -1,    27,     0,     0,     0,     0,  1440
        716,2022-12-26,     0,     0,    -1,    35,     0,     0,     0,     0,  1440
        717,2022-12-27,     0,     0,    -1,    52,     0,     0,     0,     0,  1440
        718,2022-12-28,     0,     0,    -1,    37,     0,     0,     0,     0,  1440
        719,2022-12-29,     0,     0,    -1,    46,     0,     0,     0,     0,  1440
        720,2022-12-30,     0,     0,    -1,    63,     0,     0,     0,     0,  1440
        721,2022-12-31,     0,     0,    -1,    28,     0,     0,     0,     0,  1440
        722,2023-01-01,     0,     0,    -1,    24,     0,     0,     0,     0,  1440
        723,2023-01-02,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
        724,2023-01-03,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        725,2023-01-04,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
        726,2023-01-05,     0,     0,    -1,    24,     0,     0,     0,     0,  1440
        727,2023-01-06,     0,     0,    -1,    19,     0,     0,     0,     0,  1440
        728,2023-01-07,     0,     0,    -1,    18,     0,     0,     0,     0,  1440
        729,2023-01-08,     0,     0,    -1,    31,     0,     0,     0,     0,  1440
        730,2023-01-09,     0,     0,    -1,   111,     0,     0,     0,     0,  1440
        731,2023-01-10,     0,     0,    -1,   104,     0,     0,     0,     0,  1440
        732,2023-01-11,     0,     0,    -1,    72,     0,     0,     0,     0,  1440
        733,2023-01-12,     0,     0,    -1,    40,     0,     0,     0,     0,  1440
        734,2023-01-13,     0,     0,    -1,    37,     0,     0,     0,     0,  1440
        735,2023-01-14,     0,     0,    -1,    46,     0,     0,     0,     0,  1440
        736,2023-01-15,     0,     0,    -1,    68,     0,     0,     0,     0,  1440
        737,2023-01-16,     0,     0,    -1,   115,     0,     0,     0,     0,  1440
        738,2023-01-18,   104,     0,    10,   124,     0,     0,  1409,     1,   136
        739,2023-01-19,   621,     0,    -1,    68,     0,     0,  1010,     0,   430
        740,2023-01-20,   284,     0,    23,   122,     0,     0,   446,     0,   994
        741,2023-01-21,     0,     0,    -1,   111,     0,     0,     2,   800,   638
        742,2023-01-22,     0,     0,    -1,    51,     0,     0,     0,  1440,     0
        743,2023-01-23,   163,     0,    10,    53,     0,     0,   676,   660,   104
        744,2023-01-24,   313,     0,    17,    36,     0,     0,  1440,     0,     0
        745,2023-01-25,   156,     0,    10,    35,     0,     0,  1440,     0,     0
        746,2023-01-26,    57,     0,    10,    55,     0,     0,   183,     0,  1257
        747,2023-01-27,   106,     0,    10,    39,     0,     0,   611,    24,   805
        748,2023-01-28,   136,     0,    10,    31,     0,     0,  1440,     0,     0
        749,2023-01-29,   126,     0,    10,    34,     0,     0,  1440,     0,     0
        750,2023-01-30,   183,     0,    -1,    35,     0,     0,  1410,    24,     6
        751,2023-01-31,   472,     0,    29,    54,     0,     0,  1336,     0,   104
        752,2023-02-01,   190,     0,    -1,    34,     0,     0,  1440,     0,     0
        753,2023-02-02,   111,     0,    10,    32,     0,     0,  1440,     0,     0
        754,2023-02-03,   110,     0,    10,    28,     0,     0,  1440,     0,     0
        755,2023-02-04,   451,     0,    55,    46,     0,     0,  1440,     0,     0
        756,2023-02-05,   283,     0,    23,    76,     0,     0,   749,     0,   691
        757,2023-02-06,    99,     0,    10,    39,     0,     0,  1079,     0,   361
        758,2023-02-07,   534,     0,    35,    49,     0,     0,  1440,     0,     0
        759,2023-02-08,  1133,     0,    -1,    87,     0,     0,  1430,     0,    10
        760,2023-02-09,    82,     0,    10,   154,     0,     0,  1249,     0,  1265
        761,2023-02-10,     0,     0,    -1,   174,     0,     0,  1249,     0,  1148
        762,2023-02-11,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        763,2023-02-12,     0,     0,    -1,    21,     0,     0,     0,     0,  1440
        764,2023-02-13,     0,     0,    -1,    44,     0,     0,     0,     0,  1440
        765,2023-02-14,     0,     0,    -1,    30,     0,     0,     0,     0,  1440
        766,2023-02-15,     0,     0,    -1,    20,     0,     0,     0,     0,  1440
        767,2023-02-16,     0,     0,    -1,    31,     0,     0,     0,     0,  1440
        768,2023-02-17,     0,     0,    -1,    38,     0,     0,     0,     0,  1440
        769,2023-02-18,     0,     0,    -1,    30,     0,     0,     0,     0,  1440
        770,2023-02-19,     0,     0,    -1,    62,     0,     0,     0,     0,  1440
        771,2023-02-20,     0,     0,    -1,    27,     0,     0,     0,     0,  1440
        772,2023-02-21,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        773,2023-02-22,     0,     0,    -1,    41,     0,     0,     0,     0,  1440
        774,2023-02-23,     0,     0,    -1,    24,     0,     0,     0,     0,  1440
        775,2023-02-24,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
        776,2023-02-25,     0,     0,    -1,   126,     0,     0,     0,     0,  1440
        777,2023-02-26,     0,     0,    -1,    67,     0,     0,     0,     0,  1440
        778,2023-02-27,     0,     0,    -1,    83,     0,     0,     0,     0,  1440
        779,2023-02-28,     0,     0,    -1,    80,     0,     0,     0,     0,  1440
        780,2023-03-01,     0,     0,    -1,    65,     0,     0,     0,     0,  1440
        781,2023-03-22,     0,     0,    -1,    58,     0,     0,  1249,     0,   617
        782,2023-03-23,    16,     0,    10,    30,     0,     0,  1685,     3,    47
        783,2023-03-24,   113,     0,    10,    41,     0,     0,   962,    29,   449
        784,2023-03-25,   236,     0,    -1,    48,     0,     0,  2090,     1,    98
        785,2023-03-26,    48,     0,    10,    67,     0,     0,    95,     0,  1285
        786,2023-03-27,   225,     0,    -1,    84,     0,     0,  1697,     0,   401
        787,2023-03-28,   220,     0,    -1,    62,     0,     0,   594,     1,   845
        788,2023-03-29,   182,     0,    -1,    53,     0,     0,  1622,     0,    44
        789,2023-03-30,   367,     0,    61,    63,     0,     0,   774,     1,   665
        790,2023-04-01,     0,     0,    -1,    65,     0,     0,  1249,     3,   395
        791,2023-04-02,     0,     0,    -1,    43,     0,     0,     0,     0,  1440
        792,2023-04-03,     0,     0,    -1,    73,     0,     0,     0,     0,  1440
        793,2023-04-04,     1,     0,    10,    53,     0,     0,  1634,     0,    37
        794,2023-04-05,   378,     0,    35,    64,     0,     0,  1133,     0,   307
        795,2023-04-06,   230,     0,    -1,    53,     0,     0,   705,     1,   734
        796,2023-04-07,    74,     0,    10,    35,     0,     0,  1898,    23,    34
        797,2023-04-08,   200,     0,    -1,    41,     0,     0,  1228,     1,   211
        798,2023-04-09,   368,     0,    56,    59,     0,     0,   948,     0,   492
        799,2023-04-10,   315,     0,    -1,    59,     0,     0,   975,     0,   465
        800,2023-04-11,   163,     0,    10,    45,     0,     0,  1022,     0,   418
        801,2023-04-12,   448,     0,    70,    58,     0,     0,  1311,     0,   129
        802,2023-04-13,   382,     0,    31,    63,     0,     0,  1078,     0,   362
        803,2023-04-14,   471,     0,    30,    56,     0,     0,  1396,     0,    44
        804,2023-04-15,   514,     0,   113,    81,     0,     0,  1015,     0,   425
        805,2023-04-16,   140,     0,    10,    72,     0,     0,   437,     0,  1003
        806,2023-04-17,   246,     0,    -1,    54,     0,     0,   876,     0,   564
        807,2023-04-18,   260,     0,    57,    42,     0,     0,  1893,     0,    48
        808,2023-04-20,   109,     0,    10,    41,     0,     0,  1249,     0,   361
        809,2023-04-21,     0,     0,    -1,    60,     0,     0,  1249,     0,   694
        810,2023-04-22,     0,     0,    -1,    39,     0,     0,     1,     1,  1438
        811,2023-04-23,     0,     0,    -1,    33,     0,     0,     0,     3,  1437
        812,2023-04-24,     0,     0,    -1,    77,     0,     0,     2,   925,   513
        813,2023-04-25,     0,     0,    -1,    55,     0,     0,     0,     0,  1440
        814,2023-04-26,     0,     0,    -1,    49,     0,     0,     0,   326,  1114
        815,2023-04-27,     0,     0,    -1,    33,     0,     0,     0,  1422,    18
        816,2023-04-28,     0,     0,    -1,    39,     0,     0,     0,  1432,     8
        817,2023-04-29,     0,     0,    -1,    54,     0,     0,     0,  1435,     5
        818,2023-04-30,     0,     0,    -1,    44,     0,     0,     1,  1260,   179
        819,2023-05-01,     0,     0,    -1,    33,     0,     0,     0,     0,  1440
        820,2023-05-02,     0,     0,    -1,    34,     0,     0,     0,     0,  1440
        821,2023-05-03,     0,     0,    -1,    60,     0,     0,     0,     0,  1440
        822,2023-05-04,     0,     0,    -1,    39,     0,     0,     0,     0,  1440
