SeqNo,Date,ActEnergy,ReactEnergy,FPavg,wSpeedAvg,wDirAvg,TambAvg,tOn,tOFF,tAlarm
       1181,2024-05-04,   216,     0,    -1,    48,     0,     0,   815,   625,     0
       1182,2024-05-05,   120,     0,    10,    31,     0,     0,  1436,     0,     4
       1183,2024-05-06,   219,     0,    -1,    38,     0,     0,  1440,     0,     0
       1184,2024-05-07,    46,     0,    10,    31,     0,     0,  1440,     0,     0
       1185,2024-05-08,   307,     0,    18,    42,     0,     0,  1440,     0,     0
       1186,2024-05-09,   759,     0,    -1,    64,     0,     0,  1438,     0,     2
       1187,2024-05-10,   230,     0,    -1,    35,     0,     0,  1440,     0,     0
       1188,2024-05-11,    43,     0,    10,    26,     0,     0,  1440,     0,     0
       1189,2024-05-12,   106,     0,    10,    32,     0,     0,  1440,     0,     0
       1190,2024-05-13,   196,     0,    -1,    32,     0,     0,  1440,     0,     0
       1191,2024-05-14,    58,     0,    10,    31,     0,     0,  1440,     0,     0
       1192,2024-05-15,   525,     0,    45,    51,     0,     0,  1440,     0,     0
       1193,2024-05-16,   407,     0,    -1,    54,     0,     0,  1440,     0,     0
       1194,2024-05-17,   395,     0,    25,    48,     0,     0,  1440,     0,     0
       1195,2024-05-18,   382,     0,    31,    53,     0,     0,  1657,     1,   349
       1196,2024-05-19,   260,     0,    57,    36,     0,     0,  1561,     0,    31
       1197,2024-05-20,   665,     0,    -1,    59,     0,     0,  1436,     0,     4
       1198,2024-05-21,   233,     0,    -1,    40,     0,     0,  1438,     0,     2
       1199,2024-05-22,   498,     0,    -1,    51,     0,     0,  1440,     0,     0
       1200,2024-05-23,   213,     0,    -1,    36,     0,     0,  1440,     0,     0
       1201,2024-05-24,    75,     0,    10,    26,     0,     0,  1438,     0,     2
       1202,2024-05-25,   199,     0,    -1,    39,     0,     0,  1440,     0,     0
       1203,2024-05-26,   166,     0,    10,    37,     0,     0,  1440,     0,     0
       1204,2024-05-27,   160,     0,    10,    34,     0,     0,  1440,     0,     0
       1205,2024-05-28,   251,     0,    -1,    42,     0,     0,  1436,     0,     4
       1206,2024-05-29,   114,     0,    10,    30,     0,     0,  1440,     0,     0
       1207,2024-05-30,   129,     0,    10,    34,     0,     0,  1440,     0,     0
       1208,2024-05-31,   494,     0,    -1,    51,     0,     0,  1436,     0,     4
       1209,2024-06-01,   267,     0,    35,    43,     0,     0,  1440,     0,     0
       1210,2024-06-02,   396,     0,    25,    47,     0,     0,  1440,     0,     0
       1211,2024-06-03,    65,     0,    10,    27,     0,     0,  1436,     0,     4
       1212,2024-06-04,   247,     0,    -1,    39,     0,     0,  1440,     0,     0
       1213,2024-06-05,   606,     0,    -1,    54,     0,     0,  1438,     0,     2
       1214,2024-06-06,   134,     0,    10,    34,     0,     0,  1440,     0,     0
       1215,2024-06-07,    25,     0,    10,    23,     0,     0,  1440,     0,     0
       1216,2024-06-08,    33,     0,    10,    26,     0,     0,  1440,     0,     0
       1217,2024-06-09,   170,     0,    10,    34,     0,     0,  1432,     0,     8
       1218,2024-06-10,   408,     0,    -1,    47,     0,     0,  1440,     0,     0
       1219,2024-06-11,   427,     0,    -1,    42,     0,     0,  1435,     0,     5
       1220,2024-06-12,   166,     0,    10,    37,     0,     0,  1436,     0,     4
       1221,2024-06-13,   202,     0,    -1,    37,     0,     0,  1440,     0,     0
       1222,2024-06-14,   163,     0,    10,    33,     0,     0,  1440,     0,     0
       1223,2024-06-15,   296,     0,    20,    42,     0,     0,  1440,     0,     0
       1224,2024-06-16,   448,     0,    70,    48,     0,     0,  1440,     0,     0
       1225,2024-06-17,   197,     0,    -1,    38,     0,     0,  1440,     0,     0
       1226,2024-06-18,    68,     0,    10,    33,     0,     0,  1440,     0,     0
       1227,2024-06-19,    51,     0,    10,    30,     0,     0,  1440,     0,     0
       1228,2024-06-20,   186,     0,    -1,    36,     0,     0,  1436,     0,     4
       1229,2024-06-21,   144,     0,    10,    34,     0,     0,  1440,     0,     0
       1230,2024-06-22,    46,     0,    10,    27,     0,     0,  1440,     0,     0
       1231,2024-06-23,   162,     0,    10,    33,     0,     0,  1440,     0,     0
       1232,2024-06-24,   128,     0,    10,    31,     0,     0,  1440,     0,     0
       1233,2024-06-25,   504,     0,    -1,    56,     0,     0,  1104,     0,   336
       1234,2024-06-26,   150,     0,    10,    36,     0,     0,  1420,     0,    20
       1235,2024-06-27,    58,     0,    10,    29,     0,     0,  1440,     0,     0
       1236,2024-06-28,    31,     0,    10,    25,     0,     0,  1440,     0,     0
       1237,2024-06-29,   206,     0,    -1,    37,     0,     0,  1440,     0,     0
       1238,2024-07-01,   664,     0,    -1,    57,     0,     0,  1928,    11,    40
       1239,2024-07-02,   516,     0,    80,    54,     0,     0,  1440,     0,     0
       1240,2024-07-03,   105,     0,    10,    31,     0,     0,  1440,     0,     0
       1241,2024-07-04,   130,     0,    10,    38,     0,     0,  1440,     0,     0
       1242,2024-07-05,   120,     0,    10,    33,     0,     0,  1440,     0,     0
       1243,2024-07-06,   211,     0,    -1,    34,     0,     0,  1436,     2,     2
       1244,2024-07-07,   134,     0,    10,    32,     0,     0,  1440,     0,     0
       1245,2024-07-08,    93,     0,    10,    29,     0,     0,  1440,     0,     0
       1246,2024-07-09,   156,     0,    10,    33,     0,     0,  1436,     0,     4
       1247,2024-07-10,   172,     0,    10,    36,     0,     0,  1440,     0,     0
       1248,2024-07-11,   158,     0,    10,    35,     0,     0,  1421,     0,    19
       1249,2024-07-13,   160,     0,    10,    46,     0,     0,  1249,     0,   953
       1250,2024-07-14,   118,     0,    10,    31,     0,     0,  2159,    31,    32
       1251,2024-07-15,    86,     0,    10,    32,     0,     0,  1440,     0,     0
       1252,2024-07-16,   159,     0,    10,    30,     0,     0,  1438,     0,     2
       1253,2024-07-17,   158,     0,    10,    37,     0,     0,  1440,     0,     0
       1254,2024-07-18,   121,     0,    10,    33,     0,     0,  1438,     0,     2
       1255,2024-07-19,   107,     0,    10,    32,     0,     0,  1440,     0,     0
       1256,2024-07-20,    15,     0,    10,    29,     0,     0,  1672,     0,   182
       1257,2024-07-21,   142,     0,    10,    34,     0,     0,  1438,     0,     2
       1258,2024-07-22,   155,     0,    10,    36,     0,     0,  1415,     0,   179
       1259,2024-07-23,   132,     0,    10,    33,     0,     0,  1436,     0,     4
       1260,2024-07-24,   149,     0,    10,    31,     0,     0,  1440,     0,     0
       1261,2024-07-25,   144,     0,    10,    34,     0,     0,  1434,     0,     6
       1262,2024-07-26,   160,     0,    10,    36,     0,     0,  1440,     0,     0
       1263,2024-07-27,    45,     0,    10,    25,     0,     0,  1440,     0,     0
       1264,2024-07-28,    98,     0,    10,    29,     0,     0,  1440,     0,     0
       1265,2024-07-29,    97,     0,    10,    31,     0,     0,  1440,     0,     0
       1266,2024-07-30,   125,     0,    10,    34,     0,     0,  1440,     0,     0
       1267,2024-07-31,    84,     0,    10,    34,     0,     0,  1440,     0,     0
       1268,2024-08-01,    75,     0,    10,    32,     0,     0,  1249,     0,   340
       1269,2024-08-02,   225,     0,    -1,    36,     0,     0,   747,     1,   692
       1270,2024-08-03,   302,     0,    19,    42,     0,     0,  1431,     0,     9
       1271,2024-08-05,    36,     0,    10,    14,     0,     0,  1887,     0,    29
       1272,2024-08-06,    41,     0,    10,    31,     0,     0,  1440,     0,     0
       1273,2024-08-07,    49,     0,    10,    31,     0,     0,  1432,     0,     8
       1274,2024-08-08,    78,     0,    10,    30,     0,     0,  1434,     0,     6
       1275,2024-08-09,    43,     0,    10,    27,     0,     0,  1440,     0,     0
       1276,2024-08-10,    27,     0,    10,    25,     0,     0,  1440,     0,     0
       1277,2024-08-11,   159,     0,    10,    34,     0,     0,  1440,     0,     0
       1278,2024-08-12,    48,     0,    10,    30,     0,     0,  1440,     0,     0
       1279,2024-08-13,   167,     0,    10,    30,     0,     0,  1440,     0,     0
       1280,2024-08-14,   104,     0,    10,    30,     0,     0,  1440,     0,     0
//END
